event,hitTime,isDN,pmtID
0,238.27809,False,311819
0,103.316055,False,307244
0,108.034225,False,323230
0,36.505154,False,320568
0,34.10984,False,316487
0,36.53246,False,311261
0,100.70373,False,333332
0,32.79268,False,315141
0,109.85867,False,326756
0,210.68495,False,326338
0,38.557575,False,319434
0,81.74443,False,329706
0,113.757515,False,321423
0,130.72937,False,336401
0,72.26253,False,313373
0,40.406784,False,320559
0,96.90091,False,304949
0,157.60883,False,331435
0,126.32047,False,313883
0,46.571026,False,310859
0,323.40692,False,322546
0,83.05715,False,317142
0,52.43719,False,324270
0,26.444351,False,317855
0,199.66273,False,306335
0,91.766975,False,328982
0,54.434975,False,314466
0,138.5852,False,313349
0,115.23197,False,316898
0,58.01492,False,310090
0,58.68282,False,321921
0,40.30029,False,322780
0,30.453793,False,316940
0,31.083021,False,321241
0,64.085434,False,316517
0,87.93659,False,325563
0,44.594868,False,317840
0,101.137825,False,320089
0,105.97273,False,330231
0,152.67407,False,327953
0,48.076443,False,313178
0,78.79943,False,325303
0,156.77557,False,310101
0,114.47839,False,327141
0,284.63004,False,314809
0,108.700424,False,302296
0,169.51868,False,309224
0,42.871124,False,321240
0,40.275166,False,323195
0,83.96892,False,313214
0,87.20088,False,327292
0,152.83844,False,319132
0,196.24762,False,318772
0,56.769363,False,318507
0,64.26748,False,327886
0,171.28706,False,336241
0,115.271484,False,316218
0,65.47814,False,321250
0,30.445555,False,319663
0,101.96774,False,308527
0,31.35708,False,314906
0,184.53041,False,313709
0,155.24535,False,332048
0,29.779165,False,319204
0,168.90982,False,323115
0,123.67432,False,313240
0,29.65705,False,317621
0,30.670391,False,314466
0,80.96029,False,306548
0,158.88565,False,330683
0,180.44783,False,327585
0,83.62622,False,309109
0,63.15634,False,326915
0,176.95985,False,307726
0,48.329533,False,314676
0,119.59934,False,311525
0,42.526566,False,317165
0,37.57174,False,311480
0,144.594,False,327056
0,62.798527,False,326337
0,24.623285,False,316041
0,49.11162,False,318966
0,29.691114,False,314472
0,109.88434,False,321229
0,126.30614,False,322824
0,49.835022,False,319203
0,30.291069,False,317845
0,38.61961,False,311910
0,101.82807,False,320601
0,136.84952,False,313672
0,55.835728,False,308311
0,112.8551,False,301309
0,79.33063,False,329173
0,40.335598,False,322350
0,43.85634,False,314671
0,94.84254,False,324272
0,59.014053,False,314037
0,74.932236,False,309077
0,61.54997,False,325311
0,185.30388,False,304361
0,86.38983,False,316920
0,33.053032,False,312549
0,26.397062,False,317169
0,114.11311,False,305393
0,39.819298,False,312323
0,61.07435,False,323843
0,39.688766,False,320569
0,93.31009,False,313191
0,308.67862,False,310037
0,68.07986,False,312306
0,115.49962,False,333706
0,95.29588,False,324091
0,45.65878,False,320575
0,82.49055,False,316075
0,38.85681,False,311902
0,54.649685,False,322575
0,130.59213,False,334055
0,46.69276,False,321454
0,50.92068,False,316280
0,140.3905,False,320177
0,48.67485,False,315802
0,149.97025,False,335284
0,160.277,False,322201
0,62.96149,False,314458
0,157.46976,False,316699
0,137.25168,False,323903
0,126.21712,False,302321
0,50.134373,False,319188
0,86.7349,False,311505
0,45.904705,False,320552
0,50.04262,False,318770
0,120.03943,False,302860
0,357.30496,False,304691
0,126.734566,False,310694
0,174.42232,False,311267
0,48.349174,False,309690
0,49.58944,False,309477
0,141.40436,False,300854
0,64.923744,False,323862
0,77.6653,False,308340
0,34.451927,False,312325
0,54.030518,False,312528
0,55.474346,False,317177
0,36.663857,False,317388
0,87.91826,False,319174
0,55.19596,False,322555
0,70.89968,False,314478
0,177.57451,False,316615
0,327.2462,False,328241
0,52.730095,False,311245
0,57.81132,False,316276
0,37.486023,False,313193
0,168.31224,False,334617
0,156.16173,False,301083
0,85.84801,False,333193
0,150.98871,False,303292
0,41.160255,False,317411
0,196.46823,False,321535
0,44.534264,False,324050
0,27.810501,False,316949
0,119.41912,False,328120
0,194.1624,False,325272
0,58.872498,False,318960
0,175.65564,False,331729
0,93.33657,False,322790
0,368.26703,False,309285
0,120.82391,False,316224
0,67.32528,False,318736
0,79.766945,False,326336
0,61.52975,False,317175
0,71.595116,False,308700
0,116.93839,False,318560
0,27.306551,False,316948
0,68.98978,False,325144
0,77.5145,False,325553
0,59.364323,False,320315
0,98.77614,False,311474
0,122.294586,False,302105
0,30.213247,False,314468
0,36.11952,False,319199
0,35.79922,False,315138
0,42.3079,False,315811
0,191.15178,False,316969
0,119.739555,False,329302
0,25.28828,False,316041
0,25.190083,False,317624
0,112.63282,False,313392
0,46.81265,False,323201
0,47.56114,False,319673
0,83.13445,False,317881
0,147.91634,False,331220
0,103.65745,False,323169
0,64.368225,False,306045
0,96.57564,False,325154
0,71.62589,False,327305
0,47.809692,False,314258
0,166.3617,False,303581
0,104.55432,False,309053
0,64.271454,False,324267
0,274.64044,False,330279
0,136.81062,False,311951
0,44.362606,False,310858
0,487.32632,False,334572
0,434.36902,True,309844
0,554.0397,True,309973
0,489.50296,True,310234
0,352.3942,True,313155
0,687.7613,True,314423
0,199.49127,True,331827
0,133.75922,True,331969
0,54.779045,True,332588
0,46.69333,True,335909
